Protein id,number in CRISPR array,Number in genome sequences,Co-occurance,BLASTp derived description,
9539|*|gene_40038|GeneMark.hmm|887_aa|-|25775|28438,20,4173,0.004792715,,
1161|*|gene_3246258|GeneMark.hmm|1535_aa|-|4712|9319,507,106382,0.004765844,,
13646|*|gene_48509|GeneMark.hmm|791_aa|+|3212|5587,59,12403,0.004756914,,
3114|*|gene_3284449|GeneMark.hmm|1220_aa|-|3901|7563,171,35953,0.004756209,,
12158|*|gene_31334|GeneMark.hmm|822_aa|+|13211|15679,359,75539,0.004752512,,
1138|*|gene_19745|GeneMark.hmm|1541_aa|+|1|4626,250,52677,0.004745904,,
10006|*|gene_1600611|GeneMark.hmm|875_aa|-|9204|11831,7,1477,0.004739336,,
13748|*|gene_3810468|GeneMark.hmm|790_aa|-|5348|7720,7,1480,0.00472973,,
11609|*|gene_2177025|GeneMark.hmm|835_aa|-|20551|23058,309,65377,0.004726433,,
7418|*|gene_1737384|GeneMark.hmm|964_aa|-|33921|36815,259,55186,0.004693219,,
14118|*|gene_13524|GeneMark.hmm|781_aa|-|424|2769,204,43475,0.004692352,,
11612|*|gene_3052507|GeneMark.hmm|835_aa|+|682|3189,382,81430,0.004691146,,
8258|*|gene_35366|GeneMark.hmm|929_aa|-|34314|37103,48,10251,0.00468247,,
57|*|gene_3053566|GeneMark.hmm|3305_aa|+|2910|12827,274,58558,0.004679122,,
3836|*|gene_1279921|GeneMark.hmm|1157_aa|+|30095|33568,399,85429,0.004670545,,
1043|*|gene_9666|GeneMark.hmm|1573_aa|+|20078|24799,10,2149,0.004653327,,
8603|*|gene_16738|GeneMark.hmm|917_aa|+|24397|27150,107,23020,0.004648132,,
14611|*|gene_2117930|GeneMark.hmm|774_aa|+|5992|8316,370,79647,0.004645498,,
9009|*|gene_508097|GeneMark.hmm|905_aa|-|4909|7626,100,21578,0.00463435,,
14662|*|gene_1438871|GeneMark.hmm|773_aa|+|31742|34063,381,82376,0.004625134,,
461|*|gene_963077|GeneMark.hmm|1933_aa|-|28764|34565,284,61634,0.004607846,,
6362|*|gene_1701396|GeneMark.hmm|1013_aa|+|26084|29125,359,78192,0.004591263,,
15110|*|gene_5961|GeneMark.hmm|763_aa|+|36245|38536,121,26358,0.004590637,,
3155|*|gene_1382502|GeneMark.hmm|1216_aa|-|17439|21089,25,5447,0.004589682,,
4849|*|gene_2275133|GeneMark.hmm|1089_aa|+|8604|11873,42,9155,0.004587657,,
12662|*|gene_717392|GeneMark.hmm|812_aa|+|12573|15011,3,654,0.004587156,,
26|*|gene_458378|GeneMark.hmm|4041_aa|-|19400|31525,2704,589684,0.004585507,,
12041|*|gene_2929417|GeneMark.hmm|826_aa|+|3943|6423,26,5673,0.004583113,,
5234|*|gene_184357|GeneMark.hmm|1068_aa|-|35892|39098,442,96456,0.0045824,,
9159|*|gene_7724|GeneMark.hmm|899_aa|-|4312|7011,27,5911,0.004567755,,
8216|*|gene_67465|GeneMark.hmm|932_aa|+|13615|16413,2,438,0.00456621,,
14462|*|gene_4868951|GeneMark.hmm|776_aa|-|12198|14528,236,51690,0.00456568,,
11698|*|gene_722916|GeneMark.hmm|833_aa|+|31315|33816,412,90468,0.004554096,,
5404|*|gene_2499832|GeneMark.hmm|1058_aa|-|1851|5027,102,22428,0.004547887,,
6537|*|gene_2382591|GeneMark.hmm|1004_aa|-|12594|15608,6,1321,0.004542014,,
10048|*|gene_1915789|GeneMark.hmm|874_aa|-|4494|7118,366,80657,0.004537734,,
760|*|gene_2203694|GeneMark.hmm|1713_aa|-|8703|13844,571,126030,0.004530667,,
671|*|gene_2720121|GeneMark.hmm|1771_aa|+|7001|12316,293,64680,0.004529994,,
7233|*|gene_15676|GeneMark.hmm|971_aa|-|12658|15573,645,142659,0.004521271,,
11435|*|gene_3601320|GeneMark.hmm|839_aa|+|20209|22728,368,81731,0.004502576,,
6942|*|gene_2333666|GeneMark.hmm|986_aa|+|527|3487,341,75818,0.004497613,,
4096|*|gene_10847|GeneMark.hmm|1135_aa|-|79289|82696,541,120608,0.004485606,,
5663|*|gene_2473450|GeneMark.hmm|1045_aa|-|11012|14149,2,446,0.004484305,,
1773|*|gene_14911|GeneMark.hmm|1386_aa|+|9814|13974,244,54452,0.004481011,,
9394|*|gene_7690|GeneMark.hmm|892_aa|+|24979|27657,4,893,0.004479283,,
7324|*|gene_3401011|GeneMark.hmm|968_aa|-|3|2906,135,30230,0.004465762,,
13340|*|gene_2309129|GeneMark.hmm|799_aa|-|952|3351,231,51902,0.004450696,,
300|*|gene_862171|GeneMark.hmm|2140_aa|-|26132|32554,8,1799,0.004446915,,
14796|*|gene_108334|GeneMark.hmm|770_aa|+|8601|10913,306,69043,0.004432021,,
14717|*|gene_20534|GeneMark.hmm|770_aa|+|29292|31604,397,89734,0.004424187,,
11882|*|gene_1982149|GeneMark.hmm|829_aa|-|8459|10948,49,11079,0.004422782,,
7348|*|gene_100786|GeneMark.hmm|967_aa|-|23154|26057,262,59255,0.004421568,,
15446|*|gene_22937|GeneMark.hmm|758_aa|+|31067|33343,42,9514,0.004414547,,
11035|*|gene_87|GeneMark.hmm|847_aa|+|86144|88687,60,13599,0.004412089,,
8975|*|gene_3512430|GeneMark.hmm|906_aa|+|3772|6492,243,55133,0.004407524,,
7689|*|gene_28539|GeneMark.hmm|952_aa|+|25819|28677,37,8417,0.004395866,,
7281|*|gene_3703709|GeneMark.hmm|970_aa|-|4225|7137,4,910,0.004395604,,
12071|*|gene_3921018|GeneMark.hmm|825_aa|-|2739|5216,234,53475,0.004375877,,
13781|*|gene_16933|GeneMark.hmm|788_aa|-|5315|7681,24,5487,0.004373975,,
122|*|gene_3913961|GeneMark.hmm|2660_aa|-|6462|14444,25,5717,0.004372923,,
7872|*|gene_3922459|GeneMark.hmm|945_aa|-|145|2982,293,67018,0.00437196,,
3484|*|gene_1058003|GeneMark.hmm|1185_aa|-|27709|31266,317,72712,0.004359666,,
9691|*|gene_2961324|GeneMark.hmm|884_aa|-|51724|54378,631,145003,0.004351634,,
4193|*|gene_4143391|GeneMark.hmm|1130_aa|-|22|3414,302,69500,0.004345324,,
15242|*|gene_31145|GeneMark.hmm|761_aa|-|33493|35778,254,58564,0.004337135,,
15321|*|gene_4150784|GeneMark.hmm|761_aa|+|16097|18382,698,161327,0.004326616,,
10472|*|gene_8246|GeneMark.hmm|860_aa|-|1259|3841,15,3476,0.004315305,,
13980|*|gene_2296248|GeneMark.hmm|785_aa|-|6166|8523,346,80222,0.004313031,,
10687|*|gene_44771|GeneMark.hmm|855_aa|-|5108|7675,94,21831,0.004305804,,
2608|*|gene_3631248|GeneMark.hmm|1280_aa|-|18118|21960,187,43466,0.004302213,,
11455|*|gene_2273550|GeneMark.hmm|839_aa|+|3760|6279,256,59665,0.004290623,,
14012|*|gene_3133396|GeneMark.hmm|785_aa|+|5634|7991,39,9109,0.00428148,,
2813|*|gene_2068465|GeneMark.hmm|1250_aa|-|35769|39521,415,97211,0.004269064,,
9945|*|gene_3145496|GeneMark.hmm|877_aa|-|16536|19169,363,85124,0.004264367,,
10857|*|gene_2375269|GeneMark.hmm|852_aa|-|3614|6172,3,704,0.004261364,,
5650|*|gene_2587780|GeneMark.hmm|1045_aa|-|2767|5904,23,5412,0.004249815,,
7766|*|gene_606953|GeneMark.hmm|950_aa|-|9886|12738,36,8471,0.004249793,,
299|*|gene_1711494|GeneMark.hmm|2144_aa|+|30838|37272,133,31302,0.00424893,,
613|*|gene_25601|GeneMark.hmm|1809_aa|-|1|5427,481,113365,0.004242932,,
7954|*|gene_7530|GeneMark.hmm|940_aa|-|4782|7604,2,472,0.004237288,,
12893|*|gene_2204411|GeneMark.hmm|807_aa|+|16066|18489,28,6613,0.004234084,,
9926|*|gene_3576092|GeneMark.hmm|877_aa|+|938|3571,347,82033,0.004230005,,
3292|*|gene_3927447|GeneMark.hmm|1204_aa|+|14194|17808,38,8988,0.004227859,,
386|*|gene_2499042|GeneMark.hmm|2017_aa|-|170|6223,89,21051,0.004227828,,
8378|*|gene_3815833|GeneMark.hmm|926_aa|-|6180|8960,9,2129,0.004227337,,
2654|*|gene_2676280|GeneMark.hmm|1274_aa|-|2296|6120,624,147969,0.0042171,,
4603|*|gene_628742|GeneMark.hmm|1103_aa|-|31538|34849,22,5218,0.004216175,,
13289|*|gene_4872173|GeneMark.hmm|800_aa|+|21020|23422,22,5223,0.004212139,,
4176|*|gene_11610|GeneMark.hmm|1129_aa|+|16585|19974,36,8552,0.004209542,,
13891|*|gene_2307168|GeneMark.hmm|787_aa|+|3214|5577,23,5465,0.0042086,,
150|*|gene_2388871|GeneMark.hmm|2535_aa|-|7260|14867,269,63921,0.00420832,,
10120|*|gene_2777851|GeneMark.hmm|871_aa|-|8329|10944,251,59664,0.004206892,,
1139|*|gene_3656254|GeneMark.hmm|1543_aa|-|3926|8557,191,45419,0.004205289,,
1332|*|gene_2459875|GeneMark.hmm|1481_aa|+|1612|6057,255,60661,0.004203689,,
8557|*|gene_38503|GeneMark.hmm|919_aa|-|27856|30615,7,1667,0.00419916,,
10953|*|gene_2282938|GeneMark.hmm|850_aa|+|5689|8241,182,43387,0.004194805,,
1356|*|gene_2679273|GeneMark.hmm|1474_aa|-|1054|5478,489,116607,0.004193573,,
108|*|gene_2668476|GeneMark.hmm|2743_aa|-|1072|9303,367,87560,0.004191412,,
695|*|gene_2041071|GeneMark.hmm|1748_aa|-|17566|22812,510,123332,0.00413518,,
635|*|gene_2709938|GeneMark.hmm|1799_aa|-|2343|7742,32,7739,0.004134901,,
3153|*|gene_4186708|GeneMark.hmm|1216_aa|+|26016|29666,315,76189,0.004134455,,
414|*|gene_3128532|GeneMark.hmm|1991_aa|+|2146|8121,497,120630,0.004120036,,
12595|*|gene_4419220|GeneMark.hmm|813_aa|-|19560|22001,42,10201,0.004117243,,
5937|*|gene_48353|GeneMark.hmm|1031_aa|+|8204|11299,7,1704,0.004107981,,
13645|*|gene_3715412|GeneMark.hmm|793_aa|-|1171|3552,328,80101,0.00409483,,
5476|*|gene_4332867|GeneMark.hmm|1054_aa|-|922|4086,63,15416,0.004086663,,
5354|*|gene_2306381|GeneMark.hmm|1061_aa|-|917|4102,15,3678,0.004078303,,
12919|*|gene_1915859|GeneMark.hmm|807_aa|-|7254|9677,329,80719,0.004075868,,
7335|*|gene_1665250|GeneMark.hmm|968_aa|+|33981|36887,129,31654,0.004075314,,
5689|*|gene_2706919|GeneMark.hmm|1044_aa|+|95|3229,95,23321,0.004073582,,
14147|*|gene_4577937|GeneMark.hmm|782_aa|+|56810|59158,326,80090,0.004070421,,
15247|*|gene_2685997|GeneMark.hmm|762_aa|+|1145|3433,21,5162,0.004068191,,
844|*|gene_3349558|GeneMark.hmm|1668_aa|+|36061|41067,313,77035,0.004063088,,
11832|*|gene_4120554|GeneMark.hmm|830_aa|-|15955|18447,276,68001,0.004058764,,
11458|*|gene_4722098|GeneMark.hmm|838_aa|+|315|2831,5,1238,0.004038772,,
7347|*|gene_2264991|GeneMark.hmm|967_aa|-|12332|15235,2357,583699,0.00403804,,
3154|*|gene_151340|GeneMark.hmm|1216_aa|+|16139|19789,40,9942,0.004023335,,
2161|*|gene_4329700|GeneMark.hmm|1334_aa|-|2|4003,489,121608,0.004021117,,
10662|*|gene_16646|GeneMark.hmm|856_aa|+|17507|20077,260,64733,0.004016499,,
13978|*|gene_8371|GeneMark.hmm|784_aa|+|62375|64729,13,3239,0.004013584,,
8969|*|gene_588419|GeneMark.hmm|906_aa|+|5775|8495,324,80816,0.004009107,,
5462|*|gene_15779|GeneMark.hmm|1053_aa|-|28704|31865,2,499,0.004008016,,
761|*|gene_3839381|GeneMark.hmm|1713_aa|-|169|5310,298,74377,0.004006615,,
6651|*|gene_1443147|GeneMark.hmm|999_aa|-|7345|10344,336,83917,0.004003956,,
11395|*|gene_4631997|GeneMark.hmm|840_aa|+|540|3062,335,83844,0.003995515,,
11532|*|gene_1918202|GeneMark.hmm|837_aa|+|1901|4414,4,1002,0.003992016,,
3370|*|gene_2135738|GeneMark.hmm|1196_aa|-|185|3775,107,26809,0.003991197,,
4484|*|gene_564947|GeneMark.hmm|1110_aa|-|24680|28012,338,84705,0.003990319,,
3687|*|gene_4789161|GeneMark.hmm|1169_aa|-|1626|5135,172,43120,0.003988868,,
7016|*|gene_3801403|GeneMark.hmm|983_aa|+|206|3157,163,40869,0.003988353,,
10419|*|gene_1894214|GeneMark.hmm|863_aa|-|13130|15721,175,43939,0.003982794,,
6491|*|gene_4754150|GeneMark.hmm|1006_aa|-|30027|33047,295,74130,0.003979495,,
1976|*|gene_3231071|GeneMark.hmm|1356_aa|+|16003|20073,305,76643,0.003979489,,
13062|*|gene_43004|GeneMark.hmm|803_aa|-|28269|30680,7,1763,0.003970505,,
8065|*|gene_4934|GeneMark.hmm|936_aa|-|76556|79366,9,2268,0.003968254,,
7020|*|gene_3091046|GeneMark.hmm|982_aa|-|18608|21556,180,45445,0.003960832,,
1132|*|gene_2254580|GeneMark.hmm|1545_aa|-|1449|6086,30,7575,0.003960396,,
5447|*|gene_2354345|GeneMark.hmm|1056_aa|-|826|3996,146,36886,0.003958141,,
14412|*|gene_1166430|GeneMark.hmm|777_aa|-|35461|37794,12,3035,0.003953871,,
4704|*|gene_1580426|GeneMark.hmm|1097_aa|+|6530|9823,184,46599,0.003948583,,
13783|*|gene_3921966|GeneMark.hmm|790_aa|+|5155|7527,175,44415,0.00394011,,
345|*|gene_1172462|GeneMark.hmm|2068_aa|+|5051|11257,142,36061,0.003937772,,
11515|*|gene_2719713|GeneMark.hmm|837_aa|+|11625|14138,614,156030,0.003935141,,
37|*|gene_2365268|GeneMark.hmm|3658_aa|+|192|11168,79,20106,0.003929175,,
8841|*|gene_2132484|GeneMark.hmm|910_aa|-|15905|18637,491,125039,0.003926775,,
15318|*|gene_3715899|GeneMark.hmm|761_aa|+|12186|14471,78,19871,0.003925318,,
11104|*|gene_54993|GeneMark.hmm|846_aa|-|2692|5232,9,2293,0.003924989,,
8929|*|gene_2469910|GeneMark.hmm|908_aa|-|5032|7758,36,9176,0.003923278,,
8299|*|gene_4113454|GeneMark.hmm|929_aa|+|6919|9708,159,40575,0.003918669,,
15711|*|gene_1857103|GeneMark.hmm|754_aa|-|22228|24492,29,7404,0.003916802,,
307|*|gene_1742714|GeneMark.hmm|2127_aa|-|30864|37247,250,63849,0.003915488,,
782|*|gene_1024483|GeneMark.hmm|1702_aa|-|24397|29505,220,56339,0.003904933,,
14583|*|gene_34603|GeneMark.hmm|773_aa|+|6179|8500,290,74296,0.003903306,,
1545|*|gene_10261|GeneMark.hmm|1428_aa|+|18861|23147,16,4105,0.003897686,,
8539|*|gene_32451|GeneMark.hmm|921_aa|+|15901|18666,92,23629,0.003893521,,
11920|*|gene_1438452|GeneMark.hmm|828_aa|+|27540|30026,305,78379,0.003891348,,
11617|*|gene_2191941|GeneMark.hmm|835_aa|-|3653|6160,118,30358,0.003886949,,
12748|*|gene_4692265|GeneMark.hmm|810_aa|-|11095|13527,7,1801,0.00388673,,
251|*|gene_1296397|GeneMark.hmm|2215_aa|-|15273|21920,163,41976,0.003883171,,
102|*|gene_3714791|GeneMark.hmm|2790_aa|+|10068|18440,1515,390188,0.003882744,,
3082|*|gene_4108|GeneMark.hmm|1221_aa|+|44829|48494,4,1031,0.003879728,,
13658|*|gene_3848728|GeneMark.hmm|792_aa|-|16266|18644,606,156279,0.00387768,,
1881|*|gene_21517|GeneMark.hmm|1370_aa|+|12798|16910,22,5699,0.003860326,,
701|*|gene_1245960|GeneMark.hmm|1745_aa|-|2|5236,113,29315,0.003854682,,
5944|*|gene_259900|GeneMark.hmm|1032_aa|+|2922|6020,357,92826,0.003845905,,
13660|*|gene_4732583|GeneMark.hmm|792_aa|-|324|2702,308,80126,0.003843946,,
347|*|gene_4442772|GeneMark.hmm|2066_aa|+|7403|13603,174,45295,0.003841484,,
14705|*|gene_44865|GeneMark.hmm|770_aa|+|9470|11782,3,781,0.003841229,,
9990|*|gene_2287806|GeneMark.hmm|876_aa|+|8521|11151,2,521,0.003838772,,
287|*|gene_1417111|GeneMark.hmm|2163_aa|-|33509|40000,9,2346,0.003836317,,
8324|*|gene_27899|GeneMark.hmm|927_aa|-|34659|37442,27,7056,0.003826531,,
8719|*|gene_1557557|GeneMark.hmm|914_aa|-|24627|27371,102,26712,0.003818509,,
9133|*|gene_6814|GeneMark.hmm|900_aa|-|29253|31955,6,1573,0.003814367,,
5449|*|gene_2901388|GeneMark.hmm|1056_aa|-|830|4000,3,789,0.003802281,,
14299|*|gene_1917763|GeneMark.hmm|779_aa|-|23041|25380,315,83188,0.003786604,,
858|*|gene_38472|GeneMark.hmm|1660_aa|-|24959|29941,8,2113,0.003786086,,
2744|*|gene_1629181|GeneMark.hmm|1260_aa|-|6360|10142,537,141930,0.003783555,,
10617|*|gene_3725391|GeneMark.hmm|858_aa|-|10450|13026,158,41816,0.003778458,,
298|*|gene_2520538|GeneMark.hmm|2145_aa|-|1818|8255,187,49518,0.003776405,,
3751|*|gene_4101147|GeneMark.hmm|1163_aa|+|8685|12176,4,1060,0.003773585,,
6614|*|gene_965879|GeneMark.hmm|1000_aa|-|641|3643,415,110105,0.003769129,,
2046|*|gene_2913676|GeneMark.hmm|1348_aa|+|4211|8257,12,3187,0.003765297,,
11007|*|gene_2486319|GeneMark.hmm|848_aa|-|474|3020,330,87733,0.003761412,,
11986|*|gene_1293382|GeneMark.hmm|827_aa|-|5028|7511,258,68759,0.003752236,,
13176|*|gene_4015299|GeneMark.hmm|802_aa|+|8435|10843,262,69968,0.003744569,,
9227|*|gene_2247904|GeneMark.hmm|898_aa|-|7573|10269,73,19496,0.003744358,,
7364|*|gene_32489|GeneMark.hmm|965_aa|-|12491|15388,274,73194,0.003743476,,
3526|*|gene_22802|GeneMark.hmm|1180_aa|+|26693|30235,441,118271,0.003728725,,
9827|*|gene_793083|GeneMark.hmm|880_aa|+|20675|23317,241,64641,0.003728284,,
8405|*|gene_2310155|GeneMark.hmm|925_aa|-|4728|7505,108,28990,0.003725423,,
3642|*|gene_25238|GeneMark.hmm|1172_aa|+|12031|15549,9,2419,0.003720546,,
2444|*|gene_3409383|GeneMark.hmm|1302_aa|+|2|3910,60,16141,0.003717242,,
12502|*|gene_1518608|GeneMark.hmm|815_aa|+|35700|38147,180,48483,0.003712642,,
12625|*|gene_48318|GeneMark.hmm|812_aa|+|12038|14476,19,5118,0.003712388,,
14853|*|gene_240850|GeneMark.hmm|769_aa|+|37536|39845,298,80585,0.003697959,,
1671|*|gene_1519431|GeneMark.hmm|1406_aa|-|5754|9974,52,14067,0.003696595,,
3297|*|gene_46815|GeneMark.hmm|1202_aa|-|15188|18796,26,7054,0.003685852,,
412|*|gene_2206921|GeneMark.hmm|1995_aa|-|23019|29006,144,39094,0.00368343,,
5803|*|gene_607994|GeneMark.hmm|1038_aa|-|23927|27043,223,60622,0.003678533,,
6|*|gene_1390581|GeneMark.hmm|5918_aa|+|841|18597,175,47577,0.003678248,,
13979|*|gene_913323|GeneMark.hmm|786_aa|-|2917|5277,590,160653,0.003672512,,
14482|*|gene_8969|GeneMark.hmm|775_aa|-|44200|46527,270,73539,0.003671521,,
2957|*|gene_36694|GeneMark.hmm|1233_aa|+|8970|12671,235,64181,0.00366152,,
15258|*|gene_1468744|GeneMark.hmm|762_aa|+|28129|30417,220,60120,0.003659348,,
265|*|gene_3923353|GeneMark.hmm|2190_aa|-|1|6570,223,60956,0.003658377,,
6371|*|gene_2680124|GeneMark.hmm|1012_aa|+|58|3096,20,5475,0.003652968,,
15044|*|gene_4470395|GeneMark.hmm|766_aa|-|11927|14227,493,135438,0.003640042,,
12286|*|gene_355|GeneMark.hmm|819_aa|-|93165|95624,91,25032,0.003635347,,
1606|*|gene_1086139|GeneMark.hmm|1420_aa|-|4974|9236,585,161094,0.00363142,,
15242|*|gene_923804|GeneMark.hmm|763_aa|+|3489|5780,27,7444,0.003627082,,
7387|*|gene_1777364|GeneMark.hmm|965_aa|+|31803|34700,9,2484,0.003623188,,
726|*|gene_3104818|GeneMark.hmm|1731_aa|-|4782|9977,290,80145,0.003618442,,
3918|*|gene_1071441|GeneMark.hmm|1150_aa|-|10286|13738,194,53673,0.00361448,,
12401|*|gene_18623|GeneMark.hmm|816_aa|+|33883|36333,58,16062,0.003611007,,
4855|*|gene_2374886|GeneMark.hmm|1088_aa|+|1783|5049,185,51295,0.003606589,,
11913|*|gene_4852978|GeneMark.hmm|828_aa|+|23902|26388,25,6955,0.003594536,,
8598|*|gene_4754111|GeneMark.hmm|919_aa|-|7557|10316,120,33387,0.003594213,,
387|*|gene_3937265|GeneMark.hmm|2013_aa|-|13826|19867,162,45079,0.003593691,,
12516|*|gene_4191850|GeneMark.hmm|815_aa|-|9169|11616,264,73475,0.003593059,,
9997|*|gene_4876854|GeneMark.hmm|875_aa|-|5820|8447,4,1117,0.003581021,,
6505|*|gene_46322|GeneMark.hmm|1004_aa|+|2|3016,180,50319,0.003577178,,
14904|*|gene_19620|GeneMark.hmm|767_aa|+|31858|34161,104,29145,0.003568365,,
4175|*|gene_2609324|GeneMark.hmm|1131_aa|-|1571|4966,189,53008,0.0035655,,
10719|*|gene_4868805|GeneMark.hmm|856_aa|+|14052|16622,10,2806,0.003563792,,
786|*|gene_153632|GeneMark.hmm|1699_aa|+|10620|15719,251,70485,0.003561041,,
3486|*|gene_1413956|GeneMark.hmm|1185_aa|-|25346|28903,580,163064,0.003556886,,
127|*|gene_2131128|GeneMark.hmm|2635_aa|+|22255|30162,317,89213,0.003553294,,
10618|*|gene_4912|GeneMark.hmm|857_aa|+|22913|25486,234,66114,0.003539341,,
9522|*|gene_2499850|GeneMark.hmm|889_aa|-|12715|15384,66,18658,0.003537357,,
11225|*|gene_11511|GeneMark.hmm|843_aa|-|41072|43603,30,8484,0.003536068,,
8570|*|gene_9718|GeneMark.hmm|918_aa|+|28183|30939,15,4249,0.003530242,,
3331|*|gene_3754597|GeneMark.hmm|1200_aa|+|13339|16941,28,7938,0.003527337,,
10952|*|gene_2266594|GeneMark.hmm|850_aa|+|4195|6747,433,122892,0.003523419,,
6183|*|gene_4894410|GeneMark.hmm|1022_aa|+|6227|9295,564,160149,0.00352172,,
7605|*|gene_4333813|GeneMark.hmm|956_aa|-|90877|93747,10,2840,0.003521127,,
14942|*|gene_171458|GeneMark.hmm|768_aa|+|22692|24998,21,5975,0.003514644,,
7269|*|gene_712673|GeneMark.hmm|971_aa|+|7227|10142,449,127866,0.003511489,,
6866|*|gene_26600|GeneMark.hmm|987_aa|-|33205|36168,6,1711,0.003506721,,
11456|*|gene_2279440|GeneMark.hmm|838_aa|-|335|2851,277,79023,0.003505309,,
14829|*|gene_930970|GeneMark.hmm|769_aa|-|30890|33199,80,22827,0.003504622,,
335|*|gene_1548042|GeneMark.hmm|2089_aa|-|25520|31789,23,6564,0.003503961,,
4032|*|gene_8868|GeneMark.hmm|1139_aa|+|37356|40775,19,5427,0.003501013,,
6123|*|gene_3876386|GeneMark.hmm|1025_aa|+|2517|5594,251,71768,0.00349738,,
13760|*|gene_22707|GeneMark.hmm|789_aa|-|14213|16582,44,12585,0.003496226,,
15474|*|gene_31786|GeneMark.hmm|757_aa|+|9106|11379,28,8020,0.003491272,,
10479|*|gene_4875024|GeneMark.hmm|862_aa|-|15190|17778,195,55862,0.003490745,,
14184|*|gene_1811780|GeneMark.hmm|781_aa|-|33194|35539,4,1152,0.003472222,,
13451|*|gene_1794998|GeneMark.hmm|796_aa|+|15607|17997,155,44641,0.003472144,,
11042|*|gene_4112642|GeneMark.hmm|848_aa|-|12802|15348,190,54774,0.003468799,,
5023|*|gene_3522543|GeneMark.hmm|1079_aa|-|188|3427,24,6921,0.003467707,,
5217|*|gene_3928806|GeneMark.hmm|1069_aa|+|20724|23933,8,2307,0.003467707,,
8458|*|gene_494856|GeneMark.hmm|923_aa|-|30062|32833,576,166147,0.00346681,,
13923|*|gene_8329|GeneMark.hmm|785_aa|+|49323|51680,9,2597,0.003465537,,
13177|*|gene_2343120|GeneMark.hmm|802_aa|+|7233|9641,197,56852,0.003465138,,
3313|*|gene_3851222|GeneMark.hmm|1202_aa|-|384|3992,169,48938,0.003453349,,
10824|*|gene_852345|GeneMark.hmm|853_aa|-|34077|36638,2,580,0.003448276,,
7553|*|gene_4773147|GeneMark.hmm|958_aa|+|20786|23662,209,60736,0.003441122,,
6783|*|gene_3613433|GeneMark.hmm|993_aa|-|9920|12901,201,58436,0.00343966,,
5709|*|gene_3880171|GeneMark.hmm|1043_aa|+|8328|11459,637,185374,0.003436296,,
5750|*|gene_39060|GeneMark.hmm|1039_aa|-|9735|12854,3,874,0.003432494,,
445|*|gene_2230897|GeneMark.hmm|1953_aa|-|491|6352,82,23910,0.003429527,,
9926|*|gene_41857|GeneMark.hmm|876_aa|+|18389|21019,252,73547,0.00342638,,
865|*|gene_3149178|GeneMark.hmm|1659_aa|-|15245|20224,291,85192,0.003415814,,
4710|*|gene_305033|GeneMark.hmm|1097_aa|+|19059|22352,38,11130,0.003414196,,
1334|*|gene_2287655|GeneMark.hmm|1481_aa|-|2896|7341,6,1761,0.003407155,,
9281|*|gene_4536589|GeneMark.hmm|896_aa|+|1916|4606,274,80512,0.003403219,,
14203|*|gene_1512024|GeneMark.hmm|781_aa|+|34553|36898,276,81126,0.003402115,,
1716|*|gene_31909|GeneMark.hmm|1396_aa|-|3|4190,192,56567,0.003394205,,
6657|*|gene_4841796|GeneMark.hmm|999_aa|+|1062|4061,434,128188,0.003385652,,
4143|*|gene_2585927|GeneMark.hmm|1133_aa|-|4701|8102,22,6514,0.003377341,,
14597|*|gene_68127|GeneMark.hmm|774_aa|-|20822|23146,256,75833,0.003375839,,
2310|*|gene_1257049|GeneMark.hmm|1320_aa|+|10421|14383,108,32000,0.003375,,
2864|*|gene_4009701|GeneMark.hmm|1244_aa|-|3016|6750,413,122578,0.003369283,,
207|*|gene_4419743|GeneMark.hmm|2316_aa|-|13259|20209,61,18133,0.003364032,,
7842|*|gene_3075524|GeneMark.hmm|946_aa|+|2|2842,173,51549,0.00335603,,
10763|*|gene_31565|GeneMark.hmm|853_aa|+|1270|3831,52,15522,0.003350084,,
6368|*|gene_2234091|GeneMark.hmm|1012_aa|-|438|3476,11,3286,0.003347535,,
8082|*|gene_2220087|GeneMark.hmm|937_aa|+|14297|17110,36,10761,0.003345414,,
7|*|gene_27126|GeneMark.hmm|5889_aa|+|20399|38068,14,4193,0.003338898,,
15448|*|gene_28067|GeneMark.hmm|758_aa|-|34239|36515,7,2099,0.003334921,,
10629|*|gene_706980|GeneMark.hmm|858_aa|+|546|3122,268,80732,0.003319625,,
3456|*|gene_3951014|GeneMark.hmm|1188_aa|-|9328|12894,493,148612,0.003317363,,
6401|*|gene_9343|GeneMark.hmm|1009_aa|-|51449|54478,8,2412,0.00331675,,
13197|*|gene_1805586|GeneMark.hmm|802_aa|-|2192|4600,242,72987,0.003315659,,
11738|*|gene_2571028|GeneMark.hmm|832_aa|-|4689|7187,3,905,0.003314917,,
172|*|gene_1028175|GeneMark.hmm|2442_aa|+|29994|37322,1287,388399,0.003313603,,
870|*|gene_1312779|GeneMark.hmm|1656_aa|-|3984|8954,251,75859,0.00330877,,
2418|*|gene_34369|GeneMark.hmm|1304_aa|+|4836|8750,62,18740,0.003308431,,
2724|*|gene_1250947|GeneMark.hmm|1263_aa|-|33824|37615,436,131808,0.003307842,,
642|*|gene_2187102|GeneMark.hmm|1795_aa|-|23298|28685,237,71666,0.003307008,,
14078|*|gene_1121999|GeneMark.hmm|783_aa|+|422|2773,534,161825,0.003299861,,
13558|*|gene_1309971|GeneMark.hmm|794_aa|+|10400|12784,265,80495,0.00329213,,
